RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event,
255931,300186512,GHA,APPIAH James (GHA),S,7,ATSU,,O78',
255931,300186477,BIH,SUSIC Safet (BIH),N,22,AVDUKI?,GK,,
255931,300186505,NGA,KESHI Stephen (NGA),S,15,AZEEZ,,O69',
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,22,AZPILICUETA,,,
255931,300186499,KOR,HONG Myungbo (KOR),N,7,B K KIM,,I84',
255931,300186499,KOR,HONG Myungbo (KOR),N,23,B Y LEE,GK,,
255931,300186475,POR,PAULO BENTO (POR),S,2,B. ALVES,,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,12,B. WILFRIED,,G64' O78',
255931,300186505,NGA,KESHI Stephen (NGA),N,18,BABATUNDE,,,
255931,300186471,COL,PEKERMAN Jose (ARG),N,17,BACCA,,,
255931,300186456,CRO,KOVAC Niko (CRO),N,15,BADELJ,,,
255931,300186512,GHA,APPIAH James (GHA),N,8,BADU,,,
255931,300186494,ECU,RUEDA Reinaldo (COL),N,18,BAGUI,,,
255931,300186513,ENG,HODGSON Roy (ENG),S,3,BAINES,,,
255931,300186505,IRN,Carlos QUEIR�S (POR),N,18,BAKHTIAR,,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,9,BALOTELLI,,G50' O73',
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,22,BAMBA,,Y54',
255931,300186494,ECU,RUEDA Reinaldo (COL),N,1,BANGUERA,GK,,
255931,300186513,ENG,HODGSON Roy (ENG),N,21,BARKLEY,,I61',
255931,300186494,SUI,HITZFELD Ottmar (GER),N,7,BARNETTA,,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,11,BARRANTES M.,,I89',
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,1,BARRY COPA,GK,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,15,BARZAGLI,,,
255931,300186477,ARG,SABELLA Alejandro (ARG),N,23,BASANTA,,,
255931,300186512,USA,KLINSMANN Juergen (GER),S,7,BEASLEY,,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,15,BEAUSEJOUR,,I68' G90',
255931,300186496,HON,SUAREZ Luis (COL),S,21,BECKELES,,,
255931,300186512,USA,KLINSMANN Juergen (GER),S,15,BECKERMAN,,,
255931,300186492,CMR,Volker FINKE (GER),N,12,BEDIMO,,,
255931,300186512,USA,KLINSMANN Juergen (GER),S,11,BEDOYA,,O77',
255931,300186477,BIH,SUSIC Safet (BIH),S,1,BEGOVI?,GK,,
255931,300186494,SUI,HITZFELD Ottmar (GER),S,11,BEHRAMI,,,
255931,300186505,IRN,Carlos QUEIR�S (POR),N,19,BEIKZADEH,,,
255931,300186505,IRN,Carlos QUEIR�S (POR),N,20,BEITASHOUR,,,
255931,300186479,ALG,HALILHODZIC Vahid (BIH),N,4,BELKALEM,,,
255931,300186494,SUI,HITZFELD Ottmar (GER),S,1,BENAGLIO,GK,,
255931,300186496,HON,SUAREZ Luis (COL),S,11,BENGTSON,,OH46',
255931,300186479,ALG,HALILHODZIC Vahid (BIH),S,14,BENTALEB,,Y34',
255931,300186496,FRA,DESCHAMPS Didier (FRA),S,10,BENZEMA,,P45' G72',
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,20,BERNARD,,I68',
255931,300186496,HON,SUAREZ Luis (COL),S,5,BERNARDEZ,,OH46',
255931,300186512,USA,KLINSMANN Juergen (GER),S,5,BESLER,,OH46',
255931,300186475,POR,PAULO BENTO (POR),N,22,BETO,GK,,
255931,300186477,BIH,SUSIC Safet (BIH),S,7,BE�I?,,,
255931,300186477,BIH,SUSIC Safet (BIH),S,3,BI?AK?I?,,,
255931,300186477,ARG,SABELLA Alejandro (ARG),N,6,BIGLIA,,I87',
255931,300186510,NED,Louis VAN GAAL (NED),S,5,BLIND,,,
255931,300186475,GER,LOEW Joachim (GER),S,20,BOATENG,,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,3,BOKA,,O75',
255931,300186489,CRC,PINTO Jorge Luis (COL),S,7,BOLA�OS C.,,O89',
255931,300186507,CIV,LAMOUCHI Sabri (FRA),N,6,BOLLY,,,
255931,300186494,ECU,RUEDA Reinaldo (COL),N,12,BONE,GK,,
255931,300186496,HON,SUAREZ Luis (COL),N,14,BONIEK,,IH46' Y53',
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,19,BONUCCI,,,
255931,300186489,CRC,PINTO Jorge Luis (COL),S,5,BORGES C.,,,
255931,300186479,BEL,WILMOTS Marc (BEL),N,13,BOSSUT,GK,,
255931,300186479,ALG,HALILHODZIC Vahid (BIH),S,2,BOUGUERRA,C,,
255931,300186512,GHA,APPIAH James (GHA),S,21,BOYE,,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,13,BOZANIC,,,
255931,300186512,USA,KLINSMANN Juergen (GER),S,4,BRADLEY,,,
255931,300186479,ALG,HALILHODZIC Vahid (BIH),N,11,BRAHIMI,,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,14,BRENES R.,,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,23,BRESCIANO,,O78',
255931,300186512,USA,KLINSMANN Juergen (GER),N,6,BROOKS,,IH46' G86',
255931,300186456,CRO,KOVAC Niko (CRO),N,14,BROZOVI?,,I61',
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,1,BUFFON,GK,,
255931,300186494,SUI,HITZFELD Ottmar (GER),N,21,B�RKI,GK,,
255931,300186499,KOR,HONG Myungbo (KOR),N,2,C S KIM,,,
255931,300186499,KOR,HONG Myungbo (KOR),S,17,C Y LEE,,,
255931,300186499,KOR,HONG Myungbo (KOR),S,10,C Y PARK,,O56',
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,1,C. BRAVO,GKC,,
255931,300186471,COL,PEKERMAN Jose (ARG),N,5,C. CARBONERO,,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,21,C. PE�A,,,
255931,300186489,URU,TABAREZ Oscar (URU),S,7,C. RODRIGUEZ,,O76',
255931,300186492,MEX,HERRERA Miguel (MEX),N,3,C. SALCIDO,,I90',
255931,300186471,COL,PEKERMAN Jose (ARG),S,6,C. SANCHEZ,,Y26',
255931,300186489,URU,TABAREZ Oscar (URU),S,11,C. STUANI,,,
255931,300186471,COL,PEKERMAN Jose (ARG),S,2,C. ZAPATA,,,
255931,300186471,COL,PEKERMAN Jose (ARG),S,18,C. ZU�IGA,,,
255931,300186496,FRA,DESCHAMPS Didier (FRA),S,6,CABAYE,,Y45' O65',
255931,300186496,FRA,DESCHAMPS Didier (FRA),N,7,CABELLA,,,
255931,300186479,ALG,HALILHODZIC Vahid (BIH),N,17,CADAMURO,,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,4,CAHILL,,G35' Y44',
255931,300186513,ENG,HODGSON Roy (ENG),S,5,CAHILL,,,same name
255931,300186494,ECU,RUEDA Reinaldo (COL),S,11,CAICEDO,,O70',
255931,300186489,CRC,PINTO Jorge Luis (COL),N,20,CALVO D.,,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,23,CAMBRONERO D.,GK,,
255931,300186512,USA,KLINSMANN Juergen (GER),S,20,CAMERON,,,
255931,300186477,ARG,SABELLA Alejandro (ARG),S,3,CAMPAGNARO,,OH46',
255931,300186489,CRC,PINTO Jorge Luis (COL),S,9,CAMPBELL J.,,G54',
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,6,CANDREVA,,O79',
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,6,CARMONA,,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,10,CASSANO,,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,11,CERCI,,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,20,CH. AR�NGUIZ,,Y86',
255931,300186479,BEL,WILMOTS Marc (BEL),S,22,CHADLI,,OH46',
255931,300186513,ENG,HODGSON Roy (ENG),N,15,CHAMBERLAIN,,,
255931,300186512,USA,KLINSMANN Juergen (GER),N,21,CHANDLER,,,
255931,300186492,CMR,Volker FINKE (GER),S,14,CHEDJOU,,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,3,CHIELLINI,,,
255931,300186471,GRE,SANTOS Fernando (POR),S,20,CHOLEVAS,,,
255931,300186492,CMR,Volker FINKE (GER),S,13,CHOUPO-MOTING,,,
255931,300186510,NED,Louis VAN GAAL (NED),S,1,CILLESSEN,GK,,
255931,300186479,BEL,WILMOTS Marc (BEL),N,23,CIMAN,,,
255931,300186496,HON,SUAREZ Luis (COL),N,20,CLAROS,,I58',
255931,300186510,NED,Louis VAN GAAL (NED),N,16,CLASIE,,,
255931,300186456,CRO,KOVAC Niko (CRO),S,5,CORLUKA,,Y66',
255931,300186496,HON,SUAREZ Luis (COL),S,13,COSTLY,,,
255931,300186479,BEL,WILMOTS Marc (BEL),S,1,COURTOIS,GK,,
255931,300186471,COL,PEKERMAN Jose (ARG),S,11,CUADRADO,,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,22,CUBERO J.,,I74',
255931,300186499,KOR,HONG Myungbo (KOR),N,8,D S HA,,,
255931,300186499,KOR,HONG Myungbo (KOR),N,19,D W JI,,,
255931,300186489,URU,TABAREZ Oscar (URU),S,10,D. FORLAN,,O60',
255931,300186489,URU,TABAREZ Oscar (URU),S,3,D. GODIN,,,
255931,300186499,RUS,CAPELLO Fabio (ITA),S,23,D. KOMBAROV,,,
255931,300186489,URU,TABAREZ Oscar (URU),S,2,D. LUGANO,C,Y50',
255931,300186512,GHA,APPIAH James (GHA),S,4,D. OPARE,,,
255931,300186489,URU,TABAREZ Oscar (URU),N,15,D. PEREZ,,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,5,D. REYES,,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),S,2,DANI ALVES,,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,13,DANTE,,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,4,DARMIAN,,,
255931,300186512,GHA,APPIAH James (GHA),N,16,DAUDA,GK,,
255931,300186505,IRN,Carlos QUEIR�S (POR),N,22,DAVARI,GK,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),S,4,DAVID LUIZ,,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,7,DAVID VILLA,,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,3,DAVIDSON,,,
255931,300186512,USA,KLINSMANN Juergen (GER),N,14,DAVIS,,,
255931,300186479,BEL,WILMOTS Marc (BEL),S,7,DE BRUYNE,,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,12,DE GEA,GK,,
255931,300186510,NED,Louis VAN GAAL (NED),S,8,DE GUZMAN,,Y25' O62',
255931,300186510,NED,Louis VAN GAAL (NED),S,6,DE JONG,,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,16,DE ROSSI,,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,2,DE SCIGLIO,,,
255931,300186510,NED,Louis VAN GAAL (NED),S,3,DE VRIJ,,Y41' G65' O77',
255931,300186496,FRA,DESCHAMPS Didier (FRA),S,2,DEBUCHY,,,
255931,300186479,BEL,WILMOTS Marc (BEL),N,16,DEFOUR,,,
255931,300186505,IRN,Carlos QUEIR�S (POR),S,21,DEJAGAH,,O73',
255931,300186496,HON,SUAREZ Luis (COL),N,12,DELGADO,,,
255931,300186479,BEL,WILMOTS Marc (BEL),S,19,DEMBELE,,O65',
255931,300186477,ARG,SABELLA Alejandro (ARG),N,15,DEMICHELIS,,,
255931,300186512,USA,KLINSMANN Juergen (GER),S,8,DEMPSEY,C,G1',
255931,300186499,RUS,CAPELLO Fabio (ITA),N,7,DENISOV,,I72',
255931,300186477,ARG,SABELLA Alejandro (ARG),S,7,DI MARIA,,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,21,DIAZ,,,
255931,300186489,CRC,PINTO Jorge Luis (COL),S,15,DIAZ J.,,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,19,DIEGO COSTA,,O62',
255931,300186496,FRA,DESCHAMPS Didier (FRA),N,17,DIGNE,,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),N,14,DIOMANDE,,,
255931,300186512,USA,KLINSMANN Juergen (GER),N,10,DISKERUD,,,
255931,300186479,ALG,HALILHODZIC Vahid (BIH),N,18,DJABOU,,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),N,18,DJAKPA,,I75',
255931,300186492,CMR,Volker FINKE (GER),S,4,DJEUGOUE,,OH46',
255931,300186494,SUI,HITZFELD Ottmar (GER),S,20,DJOUROU,,Y84',
255931,300186494,ECU,RUEDA Reinaldo (COL),S,22,DOMINGUEZ,GK,,
255931,300186475,GER,LOEW Joachim (GER),N,14,DRAXLER,,,
255931,300186494,SUI,HITZFELD Ottmar (GER),S,19,DRMIC,,O75',
255931,300186507,CIV,LAMOUCHI Sabri (FRA),N,11,DROGBA,,I62',
255931,300186489,CRC,PINTO Jorge Luis (COL),S,6,DUARTE O.,,G57',
255931,300186475,GER,LOEW Joachim (GER),N,15,DURM,,,
255931,300186499,RUS,CAPELLO Fabio (ITA),N,10,DZAGOEV,,I59',
255931,300186494,SUI,HITZFELD Ottmar (GER),N,15,DZEMAILI,,,
255931,300186477,BIH,SUSIC Safet (BIH),S,11,D�EKO,,,
255931,300186489,URU,TABAREZ Oscar (URU),S,17,E. AREVALO RIOS,,,
255931,300186489,URU,TABAREZ Oscar (URU),S,21,E. CAVANI,,P24',
255931,300186494,ECU,RUEDA Reinaldo (COL),S,13,E. VALENCIA,,G22',
255931,300186479,BEL,WILMOTS Marc (BEL),S,10,E.HAZARD,,,
255931,300186456,CRO,KOVAC Niko (CRO),N,22,EDUARDO,,,
255931,300186475,POR,PAULO BENTO (POR),N,1,EDUARDO,GK,,same name
255931,300186505,NGA,KESHI Stephen (NGA),N,6,EGWUEKWE,,,
255931,300186505,NGA,KESHI Stephen (NGA),N,16,EJIDE,GK,,
255931,300186505,NGA,KESHI Stephen (NGA),S,9,EMENIKE,,,
255931,300186496,HON,SUAREZ Luis (COL),S,7,EMILIO,,,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),N,7,ENDO,,I54',
255931,300186492,CMR,Volker FINKE (GER),S,18,ENOH,,,
255931,300186505,NGA,KESHI Stephen (NGA),S,1,ENYEAMA,GKC,,
255931,300186494,ECU,RUEDA Reinaldo (COL),S,3,ERAZO,,,
255931,300186496,HON,SUAREZ Luis (COL),N,22,ESCOBER,GK,,
255931,300186499,RUS,CAPELLO Fabio (ITA),S,22,ESHCHENKO,,,
255931,300186496,HON,SUAREZ Luis (COL),S,15,ESPINOZA,,,
255931,300186512,GHA,APPIAH James (GHA),N,5,ESSIEN,,I71',
255931,300186492,CMR,Volker FINKE (GER),S,9,ETO'O,C,,
255931,300186496,FRA,DESCHAMPS Didier (FRA),S,3,EVRA,,Y7',
255931,300186475,POR,PAULO BENTO (POR),S,5,F. COENTR�O,,O65',
255931,300186477,ARG,SABELLA Alejandro (ARG),S,17,F. FERNANDEZ,,,
255931,300186489,URU,TABAREZ Oscar (URU),S,1,F. MUSLERA,GK,,
255931,300186492,MEX,HERRERA Miguel (MEX),S,2,F. RODRIGUEZ,,,
255931,300186499,RUS,CAPELLO Fabio (ITA),S,20,FAYZULIN,,,
255931,300186479,ALG,HALILHODZIC Vahid (BIH),S,10,FEGHOULI,,P25',
255931,300186477,BIH,SUSIC Safet (BIH),N,12,FEJZI?,GK,,
255931,300186479,BEL,WILMOTS Marc (BEL),N,8,FELLAINI,,I65' G70',
255931,300186510,NED,Louis VAN GAAL (NED),N,18,FER,,,
255931,300186494,SUI,HITZFELD Ottmar (GER),N,16,FERNANDES,,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,5,FERNANDINHO,,,
255931,300186471,GRE,SANTOS Fernando (POR),N,18,FETFATZIDIS,,I57',
255931,300186492,CMR,Volker FINKE (GER),N,1,FEUDJOU,GK,,
255931,300186496,HON,SUAREZ Luis (COL),S,3,FIGUEROA,,,
255931,300186513,ENG,HODGSON Roy (ENG),N,22,FORSTER,GK,,
255931,300186513,ENG,HODGSON Roy (ENG),N,13,FOSTER,GK,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,12,FRANCIS W.,,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,2,FRANJIC,,O49',
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),S,9,FRED,,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,19,FUENZALIDA,,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,10,F�BREGAS,,I78',
255931,300186492,MEX,HERRERA Miguel (MEX),S,10,G. DOS SANTOS,,,
255931,300186492,MEX,HERRERA Miguel (MEX),S,13,G. OCHOA,GK,,
255931,300186489,URU,TABAREZ Oscar (URU),N,18,G. RAMIREZ,,,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),N,3,G. SAKAI,,,
255931,300186505,NGA,KESHI Stephen (NGA),N,4,GABRIEL,,,
255931,300186477,ARG,SABELLA Alejandro (ARG),N,5,GAGO,,IH46',
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,18,GALEKOVIC,GK,,
255931,300186489,CRC,PINTO Jorge Luis (COL),S,16,GAMBOA C.,,,
255931,300186477,ARG,SABELLA Alejandro (ARG),S,2,GARAY,,,
255931,300186496,HON,SUAREZ Luis (COL),S,19,GARRIDO,,Y83',
255931,300186494,SUI,HITZFELD Ottmar (GER),N,17,GAVRANOVIC,,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),N,16,GBOHOUO,GK,,
255931,300186471,GRE,SANTOS Fernando (POR),S,17,GEKAS,,O64',
255931,300186513,ENG,HODGSON Roy (ENG),S,4,GERRARD,C,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,10,GERVINHO,,G66',
255931,300186505,IRN,Carlos QUEIR�S (POR),N,11,GHASEM. H,,,
255931,300186479,ALG,HALILHODZIC Vahid (BIH),N,9,GHILAS,,I84',
255931,300186479,ALG,HALILHODZIC Vahid (BIH),S,3,GHOULAM,,,
255931,300186475,GER,LOEW Joachim (GER),N,3,GINTER,,,
255931,300186496,FRA,DESCHAMPS Didier (FRA),N,9,GIROUD,,I78',
255931,300186499,RUS,CAPELLO Fabio (ITA),S,8,GLUSHAKOV,,O72',
255931,300186471,GRE,SANTOS Fernando (POR),N,12,GLYKOS,GK,,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),N,23,GONDA,GK,,
255931,300186512,USA,KLINSMANN Juergen (GER),N,3,GONZALEZ,,,
255931,300186489,CRC,PINTO Jorge Luis (COL),S,3,GONZALEZ G.,,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),N,15,GRADEL,,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,13,GRANADOS O.,,,
255931,300186499,RUS,CAPELLO Fabio (ITA),N,13,GRANAT,,,
255931,300186512,USA,KLINSMANN Juergen (GER),N,16,GREEN,,,
255931,300186496,FRA,DESCHAMPS Didier (FRA),S,11,GRIEZMANN,,,
255931,300186475,GER,LOEW Joachim (GER),N,2,GRO�KREUTZ,,,
255931,300186494,ECU,RUEDA Reinaldo (COL),S,23,GRUEZO,,,
255931,300186494,ECU,RUEDA Reinaldo (COL),S,2,GUAGUA,,,
255931,300186471,COL,PEKERMAN Jose (ARG),N,13,GUARIN,,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,16,GUTI�RREZ,,I60',
255931,300186512,USA,KLINSMANN Juergen (GER),N,12,GUZAN,GK,,
255931,300186475,GER,LOEW Joachim (GER),S,19,G�TZE,,,
255931,300186499,KOR,HONG Myungbo (KOR),S,9,H M SON,,Y13' O84',
255931,300186475,POR,PAULO BENTO (POR),S,9,H. ALMEIDA,,O28',
255931,300186492,MEX,HERRERA Miguel (MEX),S,6,H. HERRERA,,O90',
255931,300186505,IRN,Carlos QUEIR�S (POR),N,13,H. MAHINI,,,
255931,300186492,MEX,HERRERA Miguel (MEX),S,15,H. MORENO,,Y57',
255931,300186475,POR,PAULO BENTO (POR),N,23,H. POSTIGA,,,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),N,21,H. SAKAI,,,
255931,300186477,BIH,SUSIC Safet (BIH),N,21,HAD�I?,,,
255931,300186505,IRN,Carlos QUEIR�S (POR),S,3,HAJI SAFI,,,
255931,300186477,BIH,SUSIC Safet (BIH),S,20,HAJROVI?,,O71',
255931,300186479,ALG,HALILHODZIC Vahid (BIH),S,5,HALLICHE,,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,10,HALLORAN,,I68',
255931,300186512,GHA,APPIAH James (GHA),N,23,HARRISON,,,
255931,300186513,ENG,HODGSON Roy (ENG),S,1,HART,GK,,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),S,17,HASEBE,C,O54',
255931,300186513,ENG,HODGSON Roy (ENG),S,14,HENDERSON,,O73',
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,15,HENRIQUE,,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,18,HERNANES,,I63',
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,23,HERRERA,GK,,
255931,300186477,ARG,SABELLA Alejandro (ARG),N,9,HIGUAIN,,IH46',
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,16,HOLLAND,,,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),S,4,HONDA,,G16',
255931,300186512,USA,KLINSMANN Juergen (GER),S,1,HOWARD,GK,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),S,7,HULK,,O68',
255931,300186475,GER,LOEW Joachim (GER),S,5,HUMMELS,,G32' O73',
255931,300186510,NED,Louis VAN GAAL (NED),N,19,HUNTELAAR,,,
255931,300186475,GER,LOEW Joachim (GER),S,4,H�WEDES,,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,17,I. BRIZUELA,,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,1,I. CASILLAS,GKC,Y65',
255931,300186471,COL,PEKERMAN Jose (ARG),S,14,IBARBO,,,
255931,300186494,ECU,RUEDA Reinaldo (COL),N,5,IBARRA,,,
255931,300186477,BIH,SUSIC Safet (BIH),N,9,IBI�EVI?,,I69' G85',
255931,300186477,BIH,SUSIC Safet (BIH),N,17,IBRI?I?,,,
255931,300186499,RUS,CAPELLO Fabio (ITA),S,4,IGNASHEVICH,,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,17,IMMOBILE,,I73',
255931,300186512,GHA,APPIAH James (GHA),N,2,INKOOM,,,
255931,300186494,SUI,HITZFELD Ottmar (GER),S,8,INLER,C,,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),N,19,INOHA,,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,22,INSIGNE,,,
255931,300186499,RUS,CAPELLO Fabio (ITA),N,21,IONOV,,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,4,ISLA,,,
255931,300186492,CMR,Volker FINKE (GER),S,16,ITANJDE,GK,,
255931,300186499,KOR,HONG Myungbo (KOR),S,13,J C KOO,C,Y90',
255931,300186499,KOR,HONG Myungbo (KOR),S,20,J H HONG,,O73',
255931,300186499,KOR,HONG Myungbo (KOR),N,22,J H PARK,,,
255931,300186499,KOR,HONG Myungbo (KOR),N,15,J W PARK,,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,20,J. AQUINO,,,
255931,300186512,GHA,APPIAH James (GHA),S,13,J. AYEW,,O59',
255931,300186494,ECU,RUEDA Reinaldo (COL),N,17,J. AYOVI,,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,1,J. CORONA,GK,,
255931,300186489,URU,TABAREZ Oscar (URU),N,4,J. FUCILE,,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,14,J. HERNANDEZ,,I74',
255931,300186505,IRN,Carlos QUEIR�S (POR),S,4,J. HOSSEINI,,,
