RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event
322,161,IRL,CHARLTON Jack (ENG),N,14,Christopher HUGHTON,,
322,355,USA,GANSLER Bob (USA),N,9,Christopher SULLIVAN,,I77'
337,3059,GRE,PANAGOULIAS Alkis (GRE),N,15,Christos KARKAMANIS,,
211,1294,KOR,KIM Yong Shik (KOR),S,16,CHU Yung Kwang,,
43950100,43950015,RUS,ROMANTSEV Oleg (RUS),N,14,CHUGAYNOV,,
322,57,KOR,LEE Hoe Taik (KOR),N,8,CHUNG Hae Won,,
337,3050,KOR,KIM Ho Kon (KOR),N,2,CHUNG Jong Son,,
308,395,KOR,KIM Jung Nam (KOR),N,3,CHUNG Jong Soo,,
211,1294,KOR,KIM Yong Shik (KOR),S,11,CHUNG Nam Sik,,
308,395,KOR,KIM Jung Nam (KOR),S,5,CHUNG Yong Hwan,,
249722,300061459,KOR,HUH Jungmoo (KOR),S,17,CHUNGYONG,,O90'
97410100,97410014,KOR,Dick ADVOCAAT (NED),S,14,CHUNSOO,,Y51' G54'
97410100,97410014,KOR,Dick ADVOCAAT (NED),N,10,CHUYOUNG,,
97410100,97410015,UKR,BLOKHIN Oleg (UKR),N,13,CHYGRYNSKYY,,
97410100,97410011,BRA,PARREIRA Carlos Alberto (BRA),N,13,CICINHO,,
204,1111,ESP,GARCIA Amadeo (ESP),S,0,CILAURREN,,
255931,300186510,NED,Louis VAN GAAL (NED),S,1,CILLESSEN,GK,
255931,300186479,BEL,WILMOTS Marc (BEL),N,23,CIMAN,,
43950100,43950008,SVN,KATANEC Srecko (SVN),N,21,CIMIROTIC,,I57' Y65' G82'
204,1111,ESP,GARCIA Amadeo (ESP),S,0,CIRIACO,,
337,3051,SUI,Roy HODGSON (ENG),S,10,Ciriaco SFORZA,,O77'
322,42,ITA,VICINI Azeglio (ITA),N,5,Ciro FERRARA,,
43950100,43950001,FRA,LEMERRE Roger (FRA),N,9,CISSE,,I81'
43950100,43950001,SEN,METSU Bruno (FRA),S,6,CISSE,C,Y51'
43950100,43950001,SEN,METSU Bruno (FRA),N,22,CISSOKHO,GK,
250,1883,SWE,BERGMARK Orvar (SWE),S,13,Claes CRONQVIST,,Y1'
249722,300061483,NZL,HERBERT Ricki (NZL),N,16,CLAPHAM,,
1014,8733,NED,HIDDINK Guus (NED),S,10,Clarence SEEDORF,,O65'
249722,300061466,USA,Bob BRADLEY (USA),S,13,CLARK,,
255931,300186496,HON,SUAREZ Luis (COL),N,20,CLAROS,,I58'
255931,300186510,NED,Louis VAN GAAL (NED),N,16,CLASIE,,
211,1276,FRA,PIBAROT Pierre (FRA),N,3,Claude ABBES,,
262,2083,HAI,TASSY Antoine (HAI),N,18,Claude BARTHELEMY,,IH46'
278,2347,FRA,HIDALGO Michel (FRA),N,12,Claude PAPI,,
308,395,ARG,BILARDO Carlos (ARG),N,4,Claudio BORGHI,,
322,26,ARG,BILARDO Carlos (ARG),N,8,Claudio CANIGGIA,,IH46'
278,2347,ITA,BEARZOT Enzo (ITA),S,5,Claudio GENTILE,,
322,127,CRC,MILUTINOVIC Bora (YUG),S,11,Claudio JARA,,O86'
220,1386,PAR,GONZALEZ Aurelio (PAR),N,16,Claudio LEZCANO,,
1014,8734,ARG,PASSARELLA Daniel (ARG),S,7,Claudio LOPEZ,,O61'
337,3051,USA,MILUTINOVIC Bora (YUG),N,19,Claudio REYNA,,
278,2347,ITA,BEARZOT Enzo (ITA),N,17,Claudio SALA,,
1014,8732,MEX,LAPUENTE Manuel (MEX),S,2,Claudio SUAREZ,,
1014,8740,TUN,KASPERCZAK Henryk (POL),S,17,CLAYTON,,Y48'
337,3051,USA,MILUTINOVIC Bora (YUG),S,4,Cle KOOIMAN,,
249722,300061453,FRA,DOMENECH Raymond (FRA),N,22,CLICHY,,
220,1407,WAL,MURPHY James (WAL),S,11,Cliff JONES,,
250,1770,BRA,ZAGALLO Mario (BRA),S,5,CLODOALDO,,
1014,8738,USA,SAMPSON Steve (USA),S,13,Cobi JONES,,
43950100,43950011,ITA,TRAPATTONI Giovanni (ITA),N,4,COCO,,
97410100,97410006,NED,VAN BASTEN Marco (NED),S,8,COCU,,
220,1407,WAL,MURPHY James (WAL),N,15,Colin BAKER,,
250,1812,ENG,RAMSEY Alf (ENG),N,19,Colin BELL,,
1014,4000,SCO,BROWN Craig (SCO),S,4,Colin CALDERWOOD,,
308,379,NIR,BINGHAM Billy (NIR),N,17,Colin CLARKE,,I81'
262,1955,AUS,RASIC Rale (YUG),S,5,Colin CURRAN,,W58'
1014,4000,SCO,BROWN Craig (SCO),S,5,Colin HENDRY,C,
220,1372,ENG,WINTERBOTTOM Walter (ENG),S,1,Colin MC DONALD,GK,
308,468,CAN,WAITERS Tony (ENG),N,20,Colin MILLER,,
220,1407,WAL,MURPHY James (WAL),S,19,Colin WEBSTER,,
97410100,97410005,ARG,Jos� P�KERMAN (ARG),N,4,COLOCCINI,,
97410100,97410013,SUI,KUHN Koebi (SUI),N,21,COLTORTI,,
43950100,43950001,SEN,METSU Bruno (FRA),S,17,COLY,,
250,1883,ITA,VALCAREGGI Ferruccio (ITA),S,7,Comunardo NICCOLAI,,O37'
201,1099,URU,SUPPICI Alberto (URU),N,0,Conduelo PIRIZ,,
43950100,43950002,IRL,MC CARTHY Mick (IRL),N,13,CONNOLLY,,
262,1995,SWE,ERICSON Georg (SWE),S,8,Conny TORSTENSSON,,
97410100,97410010,USA,ARENA Bruce (USA),N,13,CONRAD,,
211,1240,BEL,LIVINGSTONE Doug (SCO),S,4,Constant HUYSMANS,,
337,3053,ROU,IORDANESCU Anghel (ROU),N,18,Constantin GALCA,,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Constantin STANCIU,,G79'
249722,300061495,CHI,Marcelo BIELSA (ARG),N,5,CONTRERAS,,I81'
43950100,43950008,ESP,CAMACHO Jose Antonio (ESP),N,23,CONTRERAS,,
97410100,97410010,USA,ARENA Bruce (USA),S,15,CONVEY,,
43950100,43950012,CRC,GUIMARAES Alexandre (CRC),N,19,CORDERO,,
337,3053,COL,MATURANA Francisco (COL),S,1,CORDOBA,GK,
255931,300186456,CRO,KOVAC Niko (CRO),S,5,CORLUKA,,Y66'
206,1146,BEL,BUTLER Jack (ENG),S,0,Corneel SEYS,,
1014,8726,CHI,ACOSTA Nelson (URU),N,19,CORNEJO,,I82'
250,1812,ROU,NICULESCU Angelo (ROU),S,5,Cornel DINU,,
337,3053,ROU,IORDANESCU Anghel (ROU),N,19,Corneliu PAPURA,,I90'
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Corneliu ROBE,,
211,1283,TUR,PUPPO Sandro (ITA),N,22,Coskun TAS,,
337,3052,ITA,SACCHI Arrigo (ITA),S,4,COSTACURTA,,
204,1108,BEL,GOETINCK Hector (BEL),S,0,Costant JOACIM,,
204,1102,ARG,PASCUCCI Felipe (ITA),S,0,Costantino URBIETA SOSA,,
97410100,97410008,POR,SCOLARI Luiz Felipe (BRA),N,6,COSTINHA,,I60'
255931,300186496,HON,SUAREZ Luis (COL),S,13,COSTLY,,
43950100,43950001,FRA,LEMERRE Roger (FRA),N,23,COUPET,GK,
255931,300186479,BEL,WILMOTS Marc (BEL),S,1,COURTOIS,GK,
231,1461,BRA,MOREIRA Aymore (BRA),N,9,COUTINHO,,
97410100,97410012,AUS,HIDDINK Guus (NED),N,12,COVIC,GK,
97410100,97410004,TRI,BEENHAKKER Leo (NED),N,2,COX,,
1014,4000,SCO,BROWN Craig (SCO),S,8,Craig BURLEY,,
322,127,SCO,ROXBURGH Andy (SCO),N,15,Craig LEVEIN,,
220,1415,MEX,LOPEZ Antonio (ESP),S,10,Crescencio GUTIERREZ,,
1014,8734,ARG,PASSARELLA Daniel (ARG),N,19,CRESPO,,
97410100,97410011,BRA,PARREIRA Carlos Alberto (BRA),N,15,CRIS,,
204,1111,ESP,GARCIA Amadeo (ESP),N,0,CRISANTO BOSCH,,
249722,300061484,ITA,LIPPI Marcello (ITA),S,3,CRISCITO,,
278,2433,MEX,ROCA Jose (MEX),N,10,Cristobal ORTEGA,,
97410100,97410003,ENG,Sven-G�ran ERIKSSON (SWE),S,21,CROUCH,,Y63'
97410100,97410005,ARG,Jos� P�KERMAN (ARG),N,20,CRUZ,,
255931,300186471,COL,PEKERMAN Jose (ARG),S,11,CUADRADO,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,22,CUBERO J.,,I74'
43950100,43950006,PAR,MALDINI Cesare (ITA),N,23,CUEVAS,,
97410100,97410005,ARG,Jos� P�KERMAN (ARG),N,17,CUFRE,,
97410100,97410012,AUS,HIDDINK Guus (NED),S,5,CULINA,,
43950100,43950002,IRL,MC CARTHY Mick (IRL),N,4,CUNNINGHAM,,
429,1158,SWE,NAGY Joszef (HUN),N,0,Curt BERGSTEN,,
322,26,CMR,NEPOMNYASHCHI Valeri (RUS),S,20,Cyrille MAKANAKY,,O81'
206,1146,FRA,BARREAU Gaston (FRA),N,0,Czeslaw POVOLNY,,
97410100,97410003,PAR,RUIZ LEITES Anibal (URU),S,5,C�CERES,,
43950100,43950014,KOR,HIDDINK Guus (NED),N,16,D R CHA,,I89' Y90'
255931,300186499,KOR,HONG Myungbo (KOR),N,8,D S HA,,
255931,300186499,KOR,HONG Myungbo (KOR),N,19,D W JI,,
249722,300061490,BRA,DUNGA (BRA),N,13,D. ALVES,,I73'
1014,8726,ITA,MALDINI Cesare (ITA),S,11,D. BAGGIO,,
249722,300061484,PAR,MARTINO Gerardo (ARG),N,12,D. BARRETO,GK,
249722,300061471,GHA,RAJEVAC Milovan (SRB),N,9,D. BOATENG,,
249722,300061489,POR,Carlos QUEIR�S (POR),N,22,D. FERNANDES,GK,
255931,300186489,URU,TABAREZ Oscar (URU),S,10,D. FORLAN,,O60'
255931,300186489,URU,TABAREZ Oscar (URU),S,3,D. GODIN,,
255931,300186499,RUS,CAPELLO Fabio (ITA),S,23,D. KOMBAROV,,
97410100,97410002,ECU,SUAREZ Luis (COL),N,22,D. LANZA,,
255931,300186489,URU,TABAREZ Oscar (URU),S,2,D. LUGANO,C,Y50'
249722,300061460,ARG,MARADONA Diego (ARG),N,19,D. MILITO,,I79'
255931,300186512,GHA,APPIAH James (GHA),S,4,D. OPARE,,
255931,300186489,URU,TABAREZ Oscar (URU),N,15,D. PEREZ,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,5,D. REYES,,
43950100,43950008,ESP,CAMACHO Jose Antonio (ESP),S,10,D. TRISTAN,,O67'
43950100,43950003,URU,PUA Victor (URU),N,21,D.FORLAN,,
43950100,43950003,URU,PUA Victor (URU),S,6,D.RODRIGUEZ,,G47' O87'
43950100,43950003,URU,PUA Victor (URU),S,9,D.SILVA,,
249722,300061484,PAR,MARTINO Gerardo (ARG),S,14,DA SILVA,,
97410100,97410003,PAR,RUIZ LEITES Anibal (URU),N,14,DA SILVA ,,
206,1172,NED,GLENDENNING Bob (ENG),N,0,Daaf DROK,,
43950100,43950008,SVN,KATANEC Srecko (SVN),N,12,DABANOVIC,,
43950100,43950015,RUS,ROMANTSEV Oleg (RUS),N,13,DAEV,,
43950100,43950001,SEN,METSU Bruno (FRA),S,2,DAF,,
250,1881,URU,HOHBERG Juan (URU),N,15,Dagoberto FONTES,,
308,468,CAN,WAITERS Tony (ENG),N,14,Dale MITCHELL,,
308,538,POR,JOSE TORRES (POR),N,22,DAMAS,,
250,1812,ROU,NICULESCU Angelo (ROU),N,6,Dan COE,,
337,3055,NOR,OLSEN Egil (NOR),N,17,Dan EGGEN,,
1014,8739,ROU,IORDANESCU Anghel (ROU),S,2,Dan PETRESCU,,Y78'
278,2216,ESP,KUBALA Ladislao (ESP),S,7,DANI,,G21'
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),S,2,DANI ALVES,,
250,1881,ISR,SHEFFER Emmanuel (ISR),S,14,Dani SHMULEVICH ROM,,O57'
1014,8731,NGA,MILUTINOVIC Bora (YUG),N,14,Daniel AMOKACHI,,
278,2199,ARG,MENOTTI Cesar Luis (ARG),N,4,Daniel BERTONI,,I67' G83'
1014,8728,BUL,BONEV Hristo (BUL),N,18,Daniel BORIMIROV,,I77'
262,1952,ARG,CAP Vladislao (ARG),S,1,Daniel CARNEVALI,GK,
322,180,URU,TABAREZ Oscar (URU),N,19,Daniel FONSECA,,
278,2199,ARG,MENOTTI Cesar Luis (ARG),N,11,Daniel KILLER,,
278,2199,ARG,MENOTTI Cesar Luis (ARG),S,19,Daniel PASSARELLA,C,Y77'
337,3053,ROU,IORDANESCU Anghel (ROU),S,3,Daniel PRODAN,,
322,342,ROU,JENEI Emerich (ROU),S,16,Daniel TIMOFTE,,
308,428,BEL,THYS Guy (BEL),N,18,Daniel VEYT,,
308,468,FRA,MICHEL Henri (FRA),N,20,Daniel XUEREB,,
293,995,ITA,BEARZOT Enzo (ITA),N,17,Daniele MASSARO,,
208,1187,BRA,COSTA Flavio (BRA),S,0,DANILO ALVIM,,
262,1986,YUG,MILJANIC Miljan (SRB),N,17,Danilo POPIVODA,,
249722,300061489,POR,Carlos QUEIR�S (POR),S,10,DANNY,,O55'
220,1421,NIR,DOHERTY Peter (NIR),S,4,Danny BLANCHFLOWER,C,
322,151,NED,BEENHAKKER Leo (NED),N,21,Danny BLIND,,
1014,8733,BEL,LEEKENS Georges (BEL),S,21,Danny BOFFIN,,
262,2176,SCO,ORMOND Willie (SCO),S,3,Danny McGRAIN,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,13,DANTE,,
97410100,97410003,PAR,RUIZ LEITES Anibal (URU),N,20,DANTE,,
322,342,ROU,JENEI Emerich (ROU),N,11,Danut LUPU,,
337,3054,BEL,VAN HIMST Paul (BEL),N,20,Dany VERLINDEN,,
250,1770,BRA,ZAGALLO Mario (BRA),N,20,DARIO,,
208,1228,PAR,FLEITAS SOLICH Manuel (PAR),S,0,Dario JARA SAGUIER,,
337,3049,BOL,Xavier AZKARGORTA URIARTE (ESP),N,12,Dario ROJAS,,
220,1386,PAR,GONZALEZ Aurelio (PAR),N,14,Dario SEGOVIA,,
1014,8736,CRO,BLAZEVIC Miroslav (BIH),S,20,Dario SIMIC,,Y59' O74'
308,674,POL,PIECHNICZEK Antoni (POL),S,21,Dariusz DZIEKANOWSKI,,O56'
308,674,POL,PIECHNICZEK Antoni (POL),S,14,Dariusz KUBICKI,,OH46'
1014,8735,YUG,SANTRAC Slobodan (SRB),N,22,Darko KOVACEVIC,,I68'
322,201,YUG,OSIM Ivica (BIH),N,9,Darko PANCEV,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,4,DARMIAN,,
1014,8740,ENG,HODDLE Glenn (ENG),S,14,Darren ANDERTON,,
1014,4000,SCO,BROWN Craig (SCO),S,10,Darren JACKSON,,Y25' O78'
1014,8736,JAM,SIMOES Rene (BRA),N,20,Darryl POWELL,,I69'
255931,300186512,GHA,APPIAH James (GHA),N,16,DAUDA,GK,
255931,300186505,IRN,Carlos QUEIR�S (POR),N,22,DAVARI,GK,
322,160,ENG,ROBSON Bobby (ENG),N,22,Dave BEASANT,,
293,1051,NZL,ADSHEAD John (NZL),N,5,Dave BRIGHT,,
262,1955,AUS,RASIC Rale (YUG),N,17,Dave HARDING,,
220,1434,SCO,WALKER Dawson (SCO),N,11,Dave MACKAY,,
220,1323,ARG,STABILE Guillermo (ARG),N,15,David ACEVEDO,,
1014,8740,ENG,HODDLE Glenn (ENG),S,8,David BATTY,,
1014,8740,ENG,HODDLE Glenn (ENG),N,7,David BECKHAM,,
220,1407,WAL,MURPHY James (WAL),S,6,David BOWEN,C,
293,901,HON,DE LA PAZ Jose (HON),N,11,David BUESO,,
250,1747,SLV,CARRASCO Hernan (CHI),N,15,David CABRERA,,
308,379,NIR,BINGHAM Billy (NIR),N,21,David CAMPBELL,,
308,517,SCO,FERGUSON Alex (SCO),N,21,David COOPER,,
97410100,97410013,SUI,KUHN Koebi (SUI),N,14,DAVID DEGEN,,
337,3056,CMR,MICHEL Henri (FRA),S,19,David EMBE,,G31' O81'
262,2176,SCO,ORMOND Willie (SCO),S,1,David HARVEY,GK,
250,1881,ISR,SHEFFER Emmanuel (ISR),N,20,David KARAKO,,
322,161,IRL,CHARLTON Jack (ENG),N,19,David KELLY,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),S,4,DAVID LUIZ,,
293,1044,NIR,BINGHAM Billy (NIR),S,4,David McCREERY,,
322,127,SCO,ROXBURGH Andy (SCO),S,19,David McPHERSON,,
293,1051,SCO,STEIN Jock (SCO),N,14,David NAREY,,I83'
308,468,CAN,WAITERS Tony (ENG),S,17,David NORMAN,,
1014,8730,RSA,TROUSSIER Philippe (FRA),S,3,David NYATHI,,
322,161,IRL,CHARLTON Jack (ENG),N,12,David O LEARY,,
322,161,ENG,ROBSON Bobby (ENG),N,17,David PLATT,,
250,1881,ISR,SHEFFER Emmanuel (ISR),S,4,David PRIMO,,
293,1051,SCO,STEIN Jock (SCO),N,20,David PROVAN,,
1014,8738,USA,SAMPSON Steve (USA),S,6,David REGIS,,
322,161,ENG,ROBSON Bobby (ENG),N,22,David SEAMAN,,
1014,8730,FRA,JACQUET Aime (FRA),N,20,David TREZEGUET,,I84'
322,355,USA,GANSLER Bob (USA),N,22,David VANOLE,,
97410100,97410015,ESP,ARAGONES Luis (ESP),S,21,DAVID VILLA,,G17' P48' O55'
1014,4000,SCO,BROWN Craig (SCO),N,16,David WEIR,,
249722,300061454,RSA,PARREIRA Carlos Alberto (BRA),N,7,DAVIDS,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,3,DAVIDSON,,
262,2176,SCO,ORMOND Willie (SCO),S,10,Davie HAY,,
211,1236,SCO,BATTIE Andy (SCO),N,17,Davie MATHERS,,
255931,300186512,USA,KLINSMANN Juergen (GER),N,14,DAVIS,,
322,201,YUG,OSIM Ivica (BIH),S,6,Davor JOZIC,,G55'
1014,8736,CRO,BLAZEVIC Miroslav (BIH),S,9,Davor SUKER,,G69'
322,201,YUG,OSIM Ivica (BIH),N,20,Davor SUKER,,
249722,300061466,ENG,CAPELLO Fabio (ITA),N,5,DAWSON,,
337,3053,COL,MATURANA Francisco (COL),N,7,DE AVILA,,
43950100,43950013,BEL,WASEIGE Robert (BEL),N,3,DE BOECK,,
255931,300186479,BEL,WILMOTS Marc (BEL),S,7,DE BRUYNE,,
97410100,97410006,NED,VAN BASTEN Marco (NED),N,15,DE CLER,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,12,DE GEA,GK,
337,3058,NED,Dick ADVOCAAT (NED),S,1,de GOEIJ,GK,
255931,300186510,NED,Louis VAN GAAL (NED),S,8,DE GUZMAN,,Y25' O62'
249722,300061478,NED,Bert VAN MARWIJK (NED),S,8,DE JONG,,Y44' O88'
43950100,43950011,ECU,GOMEZ Hernan (COL),S,4,DE LA CRUZ,,Y49'
43950100,43950008,ESP,CAMACHO Jose Antonio (ESP),S,11,DE PEDRO,,
249722,300061484,ITA,LIPPI Marcello (ITA),S,6,DE ROSSI,,G63'
97410100,97410009,ITA,LIPPI Marcello (ITA),S,4,DE ROSSI ,,Y10'
249722,300061484,ITA,LIPPI Marcello (ITA),N,14,DE SANCTIS,GK,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,2,DE SCIGLIO,,
220,1326,BRA,FEOLA Vicente (BRA),S,14,DE SORDI,,
43950100,43950013,BEL,WASEIGE Robert (BEL),S,1,DE VLIEGER,GK,
255931,300186510,NED,Louis VAN GAAL (NED),S,3,DE VRIJ,,Y41' G65' O77'
249722,300061478,NED,Bert VAN MARWIJK (NED),N,14,DE ZEEUW,,I88'
1014,8736,JAM,SIMOES Rene (BRA),N,12,Dean SEWELL,,
255931,300186496,FRA,DESCHAMPS Didier (FRA),S,2,DEBUCHY,,
97410100,97410008,POR,SCOLARI Luiz Felipe (BRA),N,20,DECO,,
249722,300061465,SVN,KEK Matjaz (SVN),S,14,DEDI?,,O53'
43950100,43950013,BEL,WASEIGE Robert (BEL),N,2,DEFLANDRE,,
249722,300061466,ENG,CAPELLO Fabio (ITA),N,19,DEFOE,,
255931,300186479,BEL,WILMOTS Marc (BEL),N,16,DEFOUR,,
255931,300186505,IRN,Carlos QUEIR�S (POR),S,21,DEJAGAH,,O73'
1014,8735,YUG,SANTRAC Slobodan (SRB),N,18,Dejan GOVEDARICA,,
1014,8735,YUG,SANTRAC Slobodan (SRB),N,8,Dejan SAVICEVIC,,
1014,8735,YUG,SANTRAC Slobodan (SRB),N,20,Dejan STANKOVIC,,I50'
43950100,43950011,ITA,TRAPATTONI Giovanni (ITA),N,7,DEL PIERO,,I74'
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Delfin BENITEZ CACERES,,
97410100,97410008,ANG,GONCALVES Luis (ANG),S,21,DELGADO,,
43950100,43950011,ECU,GOMEZ Hernan (COL),S,11,DELGADO,,
255931,300186496,HON,SUAREZ Luis (COL),N,12,DELGADO,,
231,1479,COL,PEDERNERA Adolfo (ARG),S,19,Delio GAMBOA,,
1014,8730,RSA,TROUSSIER Philippe (FRA),N,13,Delron BUCKLEY,,
43950100,43950011,ITA,TRAPATTONI Giovanni (ITA),N,18,DELVECCHIO,,
255931,300186479,BEL,WILMOTS Marc (BEL),S,19,DEMBELE,,O65'
97410100,97410005,CIV,MICHEL Henri (FRA),N,20,DEMEL,,
249722,300061466,USA,Bob BRADLEY (USA),S,15,DEMERIT,,Y47'
1014,8726,ITA,MALDINI Cesare (ITA),S,9,Demetrio ALBERTINI,,
201,1098,PER,BRU Francisco (ESP),S,0,Demetrio NEYRA,,
249722,300061460,ARG,MARADONA Diego (ARG),S,2,DEMICHELIS,,
97410100,97410010,USA,ARENA Bruce (USA),N,8,DEMPSEY,,
238,1596,BRA,FEOLA Vicente (BRA),S,13,DENILSON,,Y1'
1014,8728,PAR,CARPEGIANI (BRA),N,20,Denis CANIZA,,I43'
211,1240,BEL,LIVINGSTONE Doug (SCO),S,8,Denis HOUF,,
337,3052,IRL,CHARLTON Jack (ENG),S,2,Denis IRWIN,,Y80'
262,2176,SCO,ORMOND Willie (SCO),S,19,Denis LAW,,
262,2098,URU,PORTA Roberto (URU),N,19,Denis MILAR,,I64'
255931,300186499,RUS,CAPELLO Fabio (ITA),N,7,DENISOV,,I72'
1014,8733,NED,HIDDINK Guus (NED),N,8,Dennis BERGKAMP,,I65'
211,1240,ENG,WINTERBOTTOM Walter (ENG),N,15,Dennis WILSHAW,,
1014,8736,JAM,SIMOES Rene (BRA),S,18,Deon BURTON,,Y62'
211,1249,BRA,MOREIRA Zeze (BRA),N,16,DEQUINHA,,
249722,300111112,SUI,HITZFELD Ottmar (GER),S,19,DERDIYOK,,O79'
220,1421,NIR,DOHERTY Peter (NIR),S,16,Derek DOUGAN,,
278,2451,SCO,MacLEOD Alistair (SCO),N,17,Derek JOHNSTONE,,
220,1372,ENG,WINTERBOTTOM Walter (ENG),S,9,Derek KEVAN,,G66'
220,1407,WAL,MURPHY James (WAL),S,4,Derek SULLIVAN,,
1014,4000,SCO,BROWN Craig (SCO),N,19,Derek WHYTE,,
322,161,ENG,ROBSON Bobby (ENG),S,5,Des WALKER,,
43950100,43950001,FRA,LEMERRE Roger (FRA),S,8,DESAILLY,C,
204,1108,BEL,GOETINCK Hector (BEL),N,0,Desire BOURGEOIS,,
322,355,USA,GANSLER Bob (USA),S,15,Desmond ARMSTRONG,,
220,1407,HUN,BAROTI Lajos (HUN),S,10,Dezso BUNDZSAK,,
238,1675,HUN,BAROTI Lajos (HUN),N,15,Dezso MOLNAR,,
97410100,97410013,FRA,DOMENECH Raymond (FRA),N,8,DHORASOO,,I84'
43950100,43950011,ITA,TRAPATTONI Giovanni (ITA),S,14,DI BIAGIO,,O69'
43950100,43950011,ITA,TRAPATTONI Giovanni (ITA),N,16,DI LIVIO,,I64'
249722,300061460,ARG,MARADONA Diego (ARG),S,7,DI MARIA,,O85'
249722,300061484,ITA,LIPPI Marcello (ITA),N,10,DI NATALE,,I72'
249722,300061453,FRA,DOMENECH Raymond (FRA),S,19,DIABY,,
43950100,43950001,SEN,METSU Bruno (FRA),N,16,DIALLO,GK,
308,538,POR,JOSE TORRES (POR),S,17,DIAMANTINO,,O82'
43950100,43950001,SEN,METSU Bruno (FRA),S,15,DIAO,,
97410100,97410013,FRA,DOMENECH Raymond (FRA),N,18,DIARRA,,
43950100,43950001,SEN,METSU Bruno (FRA),S,13,DIATTA,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,21,DIAZ,,
255931,300186489,CRC,PINTO Jorge Luis (COL),S,15,DIAZ J.,,
206,1172,NED,GLENDENNING Bob (ENG),N,0,Dick BEEN,,
278,2388,NED,HAPPEL Ernst (AUT),N,18,Dick NANNINGA,,I70'
220,1326,BRA,FEOLA Vicente (BRA),S,21,DIDA,,
211,1249,BRA,MOREIRA Zeze (BRA),S,8,DIDI,,G30'
1014,8738,GER,VOGTS Berti (GER),N,16,Didi HAMANN,,I50' Y77'
238,1650,FRA,GUERIN Henri (FRA),N,9,Didier COUECOU,,
1014,8730,FRA,JACQUET Aime (FRA),S,7,Didier DESCHAMPS,C,Y53'
278,2347,FRA,HIDALGO Michel (FRA),S,19,Didier SIX,,O76'
97410100,97410011,CRO,KRANJCAR Zlatko (CRO),N,12,DIDULICA ,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,19,DIEGO COSTA,,O62'
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Diego FLORENTIN,,
293,749,ARG,MENOTTI Cesar Luis (ARG),S,10,Diego MARADONA,,
1014,8734,ARG,PASSARELLA Daniel (ARG),S,8,Diego SIMEONE,C,
278,2351,FRG,SCHOEN Helmut (FRG),N,22,Dieter BURDENSKI,,
262,2003,FRG,SCHOEN Helmut (FRG),N,18,Dieter HERZOG,,
308,585,FRG,BECKENBAUER Franz (GER),N,20,Dieter HOENESS,,
278,2351,FRG,SCHOEN Helmut (FRG),N,14,Dieter MUELLER,,
1014,8727,AUT,PROHASKA Herbert (AUT),S,22,Dietmar KUEHBAUER,,
255931,300186496,FRA,DESCHAMPS Didier (FRA),N,17,DIGNE,,
249722,300061454,RSA,PARREIRA Carlos Alberto (BRA),S,13,DIKGACOI,,Y27'
231,1447,BUL,PACHEDZHIEV Georgi (BUL),N,8,Dimitar DIMOV,,
231,1447,BUL,PACHEDZHIEV Georgi (BUL),S,5,Dimitar KOSTOV,,
238,1596,BUL,VYTLACIL Rudolf (TCH),N,15,Dimitar LARGOV,,
250,1780,BUL,BOZHKOV Stefan (BUL),N,18,Dimitar MARASHLIEV,,I59'
238,1596,BUL,VYTLACIL Rudolf (TCH),S,5,Dimitar PENEV,,
231,1447,BUL,PACHEDZHIEV Georgi (BUL),S,11,Dimitar YAKIMOV,,
337,3057,RUS,SADYRIN Pavel (RUS),N,4,Dimitri GALIAMIN,,
337,3059,GRE,PANAGOULIAS Alkis (GRE),S,7,Dimitrios SARAVAKOS,C,
211,1283,TUR,PUPPO Sandro (ITA),N,15,Dincer MEHMET,,
97410100,97410005,CIV,MICHEL Henri (FRA),N,15,DINDANE,,I55'
231,1447,BUL,PACHEDZHIEV Georgi (BUL),N,19,Dinko DERMENDZHIEV,,
220,1326,BRA,FEOLA Vicente (BRA),S,5,DINO SANI,,
250,1883,ITA,VALCAREGGI Ferruccio (ITA),N,12,Dino ZOFF,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Diogenes DOMINGUEZ,,
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Diogenes LARA,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),N,14,DIOMANDE,,
201,1096,MEX,LUQUE Juan (MEX),S,0,Dionisio MEJIA,,
